booking_id,customer_id,hotel_id,room_id,created_at,checkin_date,checkout_date,nights,currency,total_amount,status,source
B001336,C02753,H002,H002-R004,2025-01-18,2025-02-03,2025-02-08,5,EUR,670.02,confirmed,booking.com
B001337,C00761,H006,H006-R015,2025-02-22,2025-03-15,2025-03-17,2,USD,268.77,checked_out,web
B001338,C01643,H001,H001-R025,2025-04-19,2025-05-06,2025-05-10,4,EUR,536.82,checked_out,web
B001339,C00383,H001,H001-R009,2025-03-01,2025-03-21,2025-03-23,2,EUR,258.78,confirmed,web
B001340,C00270,H001,H001-R004,2025-03-04,2025-03-15,2025-03-18,3,EUR,637.41,checked_out,booking.com
B001341,C02438,H001,H001-R002,2025-05-18,2025-05-28,2025-05-30,2,EUR,251.34,checked_out,expedia
B001342,C02534,H002,H002-R005,2025-04-28,2025-05-18,2025-05-19,1,EUR,159.8,confirmed,web
B001343,C00411,H004,H004-R016,2025-02-11,2025-03-04,2025-03-10,6,EUR,791.54,confirmed,web
B001344,C02644,H006,H006-R015,2025-05-14,2025-05-26,2025-05-29,3,EUR,545.59,cancelled,mobile
B001345,C01332,H008,H008-R025,2025-06-06,2025-06-27,2025-06-29,2,EUR,337.74,no_show,mobile
B001346,C02203,H006,H006-R002,2025-01-28,2025-02-18,2025-02-20,2,EUR,392.49,confirmed,booking.com
B001347,C02999,H005,H005-R004,2025-02-23,2025-03-14,2025-03-15,1,EUR,178.23,confirmed,web
B001348,C02570,H006,H006-R023,2025-06-22,2025-07-05,2025-07-09,4,EUR,796.6,confirmed,web
B001349,C02398,H008,H008-R013,2025-01-01,2025-01-20,2025-01-23,3,GBP,650.49,cancelled,expedia
B001350,C00988,H001,H001-R022,2025-03-13,2025-03-23,2025-03-25,2,EUR,332.6,checked_out,mobile
B001351,C01130,H008,H008-R020,2025-04-18,2025-04-24,2025-04-25,1,EUR,206.18,checked_out,booking.com
B001352,C00039,H007,H007-R008,2025-03-02,2025-03-20,2025-03-24,4,EUR,633.91,checked_out,walk_in
B001353,C02304,H008,H008-R012,2025-05-24,2025-06-12,2025-06-17,5,EUR,969.97,confirmed,walk_in
B001354,C01001,H008,H008-R005,2025-03-12,2025-03-12,2025-03-15,3,EUR,659.43,cancelled,expedia
B001355,C00479,H008,H008-R023,2025-06-01,2025-06-24,2025-06-30,6,EUR,918.23,confirmed,booking.com
B001356,C01683,H004,H004-R018,2025-01-12,2025-02-03,2025-02-08,5,EUR,881.07,checked_out,expedia
B001357,C02284,H006,H006-R006,2025-01-17,2025-01-20,2025-01-23,3,EUR,658.98,cancelled,expedia
B001358,C01086,H002,H002-R017,2025-05-11,2025-05-18,2025-05-25,7,EUR,889.8,confirmed,mobile
B001359,C01643,H008,H008-R010,2025-05-03,2025-05-24,2025-05-28,4,EUR,725.74,confirmed,booking.com
B001360,C01895,H006,H006-R022,2025-02-28,2025-03-21,2025-03-23,2,EUR,336.97,checked_out,walk_in
B001361,C01546,H007,H007-R009,2025-07-10,2025-07-10,2025-07-11,1,GBP,207.0,confirmed,expedia
B001362,C02121,H006,H006-R019,2025-02-20,2025-03-10,2025-03-14,4,EUR,814.29,cancelled,walk_in
B001363,C00314,H007,H007-R019,2025-05-07,2025-05-27,2025-05-29,2,EUR,366.38,confirmed,expedia
B001364,C02807,H004,H004-R006,2025-02-05,2025-02-05,2025-02-08,3,USD,621.28,confirmed,walk_in
B001365,C02168,H007,H007-R018,2025-05-17,2025-05-21,2025-05-23,2,EUR,436.35,cancelled,expedia
B001366,C00443,H001,H001-R025,2025-03-12,2025-03-30,2025-04-06,7,EUR,1473.27,confirmed,web
B001367,C02178,H003,H003-R010,2025-01-30,2025-01-30,2025-01-31,1,EUR,174.38,confirmed,mobile
B001368,C00917,H005,H005-R020,2025-02-20,2025-03-16,2025-03-17,1,USD,153.11,confirmed,web
B001369,C00809,H006,H006-R001,2025-02-10,2025-02-12,2025-02-18,6,EUR,733.7,checked_out,booking.com
B001370,C00568,H006,H006-R021,2025-03-28,2025-04-19,2025-04-21,2,EUR,358.25,confirmed,mobile
B001371,C00678,H004,H004-R006,2025-07-15,2025-08-07,2025-08-11,4,USD,858.12,checked_out,booking.com
B001372,C02713,H002,H002-R025,2025-01-27,2025-01-29,2025-01-31,2,EUR,353.49,checked_out,booking.com
B001373,C00678,H008,H008-R015,2025-04-10,2025-04-15,2025-04-19,4,USD,822.97,cancelled,web
B001374,C02841,H006,H006-R009,2025-03-23,2025-03-23,2025-03-29,6,USD,746.91,checked_out,expedia
B001375,C00957,H003,H003-R009,2025-07-06,2025-07-24,2025-07-25,1,EUR,210.37,checked_out,booking.com
B001376,C02108,H001,H001-R025,2025-07-05,2025-07-15,2025-07-17,2,EUR,351.39,confirmed,mobile
B001377,C02603,H008,H008-R021,2025-01-06,2025-01-31,2025-02-01,1,EUR,122.62,checked_out,web
B001378,C00825,H006,H006-R018,2025-05-27,2025-06-11,2025-06-12,1,EUR,129.44,checked_out,mobile
B001379,C01793,H003,H003-R014,2025-07-19,2025-07-21,2025-07-24,3,GBP,634.23,confirmed,mobile
B001380,C01972,H008,H008-R019,2025-03-15,2025-03-17,2025-03-20,3,EUR,367.97,confirmed,expedia
B001381,C01384,H007,H007-R004,2025-02-06,2025-02-23,2025-02-24,1,EUR,208.96,confirmed,web
B001382,C00527,H007,H007-R019,2025-02-21,2025-02-28,2025-03-02,2,EUR,422.15,confirmed,booking.com
B001383,C02876,H007,H007-R007,2025-06-23,2025-07-03,2025-07-05,2,USD,414.58,confirmed,booking.com
B001384,C02526,H001,H001-R010,2025-05-23,2025-06-10,2025-06-11,1,GBP,223.78,cancelled,mobile
B001385,C02720,H004,H004-R014,2025-06-15,2025-07-05,2025-07-07,2,EUR,257.07,checked_out,expedia
B001386,C02888,H002,H002-R010,2025-05-30,2025-06-07,2025-06-09,2,EUR,271.76,checked_out,web
B001387,C01828,H003,H003-R003,2025-07-16,2025-07-31,2025-08-02,2,USD,417.77,checked_out,expedia
B001388,C00703,H001,H001-R007,2025-06-16,2025-06-20,2025-06-21,1,USD,202.27,cancelled,booking.com
B001389,C01154,H008,H008-R020,2025-01-06,2025-01-14,2025-01-19,5,EUR,855.91,confirmed,web
B001390,C01360,H008,H008-R022,2025-04-29,2025-05-10,2025-05-12,2,EUR,394.22,confirmed,expedia
B001391,C02977,H007,H007-R005,2025-05-14,2025-05-28,2025-06-04,7,USD,1331.7,confirmed,walk_in
B001392,C02045,H005,H005-R013,2025-02-03,2025-02-17,2025-02-19,2,EUR,388.44,confirmed,web
B001393,C01253,H006,H006-R023,2025-04-22,2025-04-24,2025-04-29,5,EUR,803.63,confirmed,expedia
B001394,C02796,H005,H005-R009,2025-03-14,2025-03-26,2025-03-27,1,GBP,208.2,checked_out,web
B001395,C01568,H007,H007-R012,2025-02-25,2025-03-04,2025-03-07,3,EUR,576.85,confirmed,web
B001396,C00317,H001,H001-R002,2025-03-01,2025-03-05,2025-03-09,4,EUR,706.48,checked_out,mobile
B001397,C02958,H002,H002-R025,2025-01-31,2025-02-15,2025-02-16,1,USD,153.06,confirmed,web
B001398,C00164,H004,H004-R010,2025-06-05,2025-06-29,2025-07-06,7,USD,1254.56,checked_out,expedia
B001399,C02168,H003,H003-R003,2025-03-03,2025-03-18,2025-03-19,1,EUR,199.17,checked_out,expedia
B001400,C02161,H005,H005-R022,2025-06-28,2025-07-11,2025-07-13,2,EUR,415.97,checked_out,expedia
B001401,C01614,H007,H007-R004,2025-05-24,2025-06-07,2025-06-09,2,USD,352.64,confirmed,booking.com
B001402,C01930,H006,H006-R019,2025-07-01,2025-07-26,2025-07-30,4,USD,836.55,confirmed,walk_in
B001403,C00462,H001,H001-R005,2025-04-19,2025-04-19,2025-04-21,2,USD,321.6,confirmed,web
B001404,C01905,H004,H004-R020,2025-01-12,2025-01-12,2025-01-15,3,GBP,640.72,checked_out,web
B001405,C02529,H002,H002-R013,2025-04-26,2025-05-08,2025-05-10,2,EUR,316.09,confirmed,walk_in
B001406,C00069,H002,H002-R022,2025-03-05,2025-03-28,2025-03-29,1,EUR,149.21,confirmed,walk_in
B001407,C01712,H008,H008-R021,2025-07-02,2025-07-26,2025-08-02,7,EUR,1007.95,confirmed,expedia
B001408,C00059,H005,H005-R014,2025-06-20,2025-07-05,2025-07-06,1,USD,195.36,confirmed,mobile
B001409,C00059,H007,H007-R007,2025-01-12,2025-01-24,2025-01-27,3,EUR,382.15,checked_out,expedia
B001410,C01216,H005,H005-R004,2025-05-28,2025-06-12,2025-06-14,2,EUR,419.61,cancelled,mobile
B001411,C00069,H005,H005-R018,2025-04-26,2025-05-14,2025-05-15,1,EUR,208.74,confirmed,expedia
B001412,C01883,H005,H005-R020,2025-03-25,2025-04-04,2025-04-05,1,EUR,214.61,checked_out,walk_in
B001413,C02916,H001,H001-R023,2025-05-06,2025-05-24,2025-05-27,3,EUR,423.08,confirmed,web
B001414,C01382,H001,H001-R011,2025-03-14,2025-03-21,2025-03-23,2,EUR,436.67,confirmed,walk_in
B001415,C02969,H001,H001-R021,2025-04-04,2025-04-05,2025-04-09,4,USD,722.23,checked_out,booking.com
B001416,C00311,H005,H005-R006,2025-04-02,2025-04-07,2025-04-09,2,GBP,427.78,confirmed,web
B001417,C00164,H008,H008-R018,2025-05-09,2025-05-22,2025-05-24,2,EUR,244.78,confirmed,expedia
B001418,C00309,H007,H007-R015,2025-02-12,2025-03-06,2025-03-08,2,EUR,321.3,checked_out,walk_in
B001419,C00041,H001,H001-R017,2025-05-02,2025-05-18,2025-05-19,1,USD,178.64,checked_out,walk_in
B001420,C02067,H005,H005-R025,2025-01-24,2025-02-07,2025-02-11,4,USD,643.96,checked_out,mobile
B001421,C01547,H008,H008-R012,2025-07-03,2025-07-19,2025-07-22,3,EUR,608.53,checked_out,expedia
B001422,C01304,H003,H003-R009,2025-02-22,2025-03-11,2025-03-13,2,EUR,346.83,confirmed,mobile
B001423,C02695,H005,H005-R020,2025-05-07,2025-05-29,2025-06-03,5,EUR,699.01,confirmed,walk_in
B001424,C01087,H007,H007-R019,2025-04-29,2025-05-24,2025-05-25,1,EUR,126.52,confirmed,walk_in
B001425,C00321,H004,H004-R007,2025-03-15,2025-03-17,2025-03-18,1,GBP,181.79,confirmed,expedia
B001426,C00241,H002,H002-R019,2025-03-08,2025-03-15,2025-03-19,4,EUR,853.77,no_show,mobile
B001427,C00483,H001,H001-R013,2025-04-12,2025-05-03,2025-05-10,7,GBP,1051.16,confirmed,walk_in
B001428,C00207,H006,H006-R019,2025-04-18,2025-05-11,2025-05-14,3,EUR,368.35,confirmed,mobile
B001429,C02603,H001,H001-R022,2025-03-01,2025-03-23,2025-03-28,5,EUR,786.53,checked_out,web
B001430,C00969,H004,H004-R022,2025-06-30,2025-07-24,2025-07-25,1,EUR,213.79,confirmed,mobile
B001431,C01042,H003,H003-R012,2025-05-18,2025-06-07,2025-06-10,3,GBP,396.18,checked_out,expedia
B001432,C00639,H004,H004-R022,2025-05-17,2025-05-24,2025-05-28,4,EUR,571.35,confirmed,expedia
B001433,C01925,H008,H008-R005,2025-03-07,2025-03-22,2025-03-28,6,EUR,1236.47,checked_out,walk_in
B001434,C02887,H006,H006-R007,2025-07-21,2025-07-30,2025-08-01,2,EUR,299.13,no_show,mobile
B001435,C01222,H008,H008-R025,2025-04-18,2025-05-01,2025-05-02,1,USD,181.08,confirmed,expedia
B001436,C00826,H002,H002-R025,2025-03-12,2025-03-29,2025-03-31,2,EUR,261.64,no_show,walk_in
B001437,C00172,H004,H004-R007,2025-03-12,2025-03-26,2025-03-27,1,EUR,184.83,checked_out,web
B001438,C00747,H005,H005-R018,2025-03-19,2025-04-10,2025-04-14,4,EUR,723.25,no_show,walk_in
B001439,C01680,H007,H007-R023,2025-02-26,2025-03-09,2025-03-11,2,GBP,238.33,confirmed,mobile
B001440,C01037,H007,H007-R019,2025-01-13,2025-02-04,2025-02-07,3,EUR,487.44,checked_out,booking.com
B001441,C01504,H003,H003-R013,2025-02-05,2025-02-17,2025-02-20,3,EUR,387.92,confirmed,mobile
B001442,C02625,H008,H008-R007,2025-04-10,2025-04-17,2025-04-19,2,USD,414.42,cancelled,mobile
B001443,C02345,H005,H005-R007,2025-04-12,2025-04-22,2025-04-25,3,EUR,461.72,confirmed,booking.com
B001444,C02274,H002,H002-R008,2025-04-27,2025-05-11,2025-05-17,6,EUR,801.65,confirmed,booking.com
B001445,C00980,H008,H008-R025,2025-05-20,2025-06-10,2025-06-13,3,USD,360.43,confirmed,walk_in
B001446,C00429,H002,H002-R018,2025-07-21,2025-08-06,2025-08-07,1,EUR,151.17,checked_out,mobile
B001447,C02613,H005,H005-R025,2025-05-15,2025-05-20,2025-05-22,2,USD,371.61,confirmed,booking.com
B001448,C01416,H003,H003-R019,2025-05-17,2025-06-09,2025-06-11,2,EUR,332.03,checked_out,mobile
B001449,C01109,H008,H008-R015,2025-05-12,2025-05-26,2025-05-30,4,EUR,720.08,confirmed,booking.com
B001450,C00880,H006,H006-R019,2025-01-17,2025-02-06,2025-02-11,5,EUR,922.83,confirmed,walk_in
B001451,C00704,H001,H001-R022,2025-03-30,2025-04-11,2025-04-12,1,EUR,132.37,confirmed,booking.com
B001452,C00373,H001,H001-R001,2025-06-28,2025-07-19,2025-07-20,1,EUR,189.2,confirmed,expedia
B001453,C02586,H003,H003-R009,2025-07-06,2025-07-29,2025-07-30,1,USD,177.29,confirmed,web
B001454,C00573,H007,H007-R023,2025-02-16,2025-02-27,2025-02-28,1,USD,119.89,confirmed,web
B001455,C00079,H003,H003-R009,2025-05-08,2025-05-10,2025-05-14,4,EUR,700.56,cancelled,mobile
B001456,C02409,H007,H007-R017,2025-03-21,2025-04-11,2025-04-12,1,USD,132.45,checked_out,booking.com
B001457,C00309,H004,H004-R021,2025-03-22,2025-04-08,2025-04-10,2,USD,356.51,checked_out,mobile
B001458,C01351,H004,H004-R020,2025-02-04,2025-02-21,2025-02-22,1,EUR,210.05,confirmed,expedia
B001459,C02777,H008,H008-R010,2025-01-09,2025-01-31,2025-02-02,2,USD,243.88,confirmed,walk_in
B001460,C02840,H004,H004-R018,2025-07-13,2025-07-28,2025-08-01,4,EUR,886.47,no_show,walk_in
B001461,C00793,H001,H001-R015,2025-06-24,2025-07-08,2025-07-09,1,EUR,144.34,checked_out,walk_in
B001462,C01197,H008,H008-R025,2025-05-29,2025-06-19,2025-06-20,1,EUR,162.15,cancelled,web
B001463,C02578,H008,H008-R003,2025-03-28,2025-04-17,2025-04-19,2,EUR,419.03,checked_out,mobile
B001464,C00435,H001,H001-R011,2025-06-20,2025-07-07,2025-07-09,2,EUR,322.53,checked_out,mobile
B001465,C01818,H008,H008-R011,2025-04-01,2025-04-08,2025-04-10,2,EUR,389.84,checked_out,web
B001466,C02587,H001,H001-R008,2025-05-02,2025-05-23,2025-05-27,4,EUR,723.46,confirmed,expedia
B001467,C02657,H003,H003-R020,2025-03-08,2025-03-29,2025-03-30,1,USD,141.52,confirmed,booking.com
B001468,C02833,H005,H005-R009,2025-02-21,2025-03-15,2025-03-16,1,EUR,215.55,checked_out,expedia
B001469,C00005,H005,H005-R001,2025-05-02,2025-05-08,2025-05-10,2,EUR,294.97,confirmed,web
B001470,C02687,H003,H003-R020,2025-02-06,2025-02-24,2025-02-25,1,EUR,208.98,confirmed,booking.com
B001471,C00571,H007,H007-R014,2025-05-25,2025-05-27,2025-05-28,1,EUR,159.44,checked_out,mobile
B001472,C00568,H007,H007-R023,2025-03-01,2025-03-04,2025-03-05,1,GBP,151.48,checked_out,booking.com
B001473,C00400,H004,H004-R016,2025-05-18,2025-06-10,2025-06-11,1,GBP,137.19,checked_out,web
B001474,C00238,H004,H004-R014,2025-06-12,2025-06-14,2025-06-15,1,GBP,201.0,confirmed,mobile
B001475,C00681,H005,H005-R001,2025-05-30,2025-06-01,2025-06-04,3,EUR,368.41,confirmed,web
B001476,C01570,H005,H005-R020,2025-05-18,2025-06-07,2025-06-08,1,EUR,166.83,cancelled,web
B001477,C01192,H006,H006-R006,2025-05-21,2025-06-09,2025-06-13,4,EUR,890.15,checked_out,mobile
B001478,C02427,H001,H001-R021,2025-02-13,2025-02-25,2025-03-03,6,EUR,798.27,checked_out,booking.com
B001479,C01267,H006,H006-R001,2025-06-23,2025-06-24,2025-06-27,3,EUR,388.8,checked_out,walk_in
B001480,C02898,H004,H004-R010,2025-05-05,2025-05-21,2025-05-24,3,USD,472.32,checked_out,expedia
B001481,C02815,H003,H003-R011,2025-01-24,2025-02-18,2025-02-23,5,EUR,612.11,confirmed,web
B001482,C01001,H008,H008-R010,2025-03-17,2025-04-10,2025-04-13,3,EUR,640.95,cancelled,booking.com
B001483,C01754,H002,H002-R003,2025-06-16,2025-06-18,2025-06-21,3,USD,626.44,checked_out,booking.com
B001484,C01558,H004,H004-R020,2025-01-02,2025-01-17,2025-01-21,4,EUR,541.12,checked_out,walk_in
B001485,C00860,H005,H005-R012,2025-01-28,2025-02-18,2025-02-19,1,GBP,122.13,confirmed,web
B001486,C02219,H004,H004-R004,2025-06-04,2025-07-03,2025-06-26,7,EUR,1376.78,confirmed,booking.com
B001487,C01679,H006,H006-R006,2025-06-21,2025-07-01,2025-07-04,3,EUR,457.93,confirmed,walk_in
B001488,C00783,H003,H003-R009,2025-04-14,2025-05-06,2025-05-07,1,EUR,186.81,confirmed,mobile
B001489,C02678,H008,H008-R014,2025-07-19,2025-08-06,2025-08-12,6,EUR,1269.09,confirmed,expedia
B001490,C02397,H002,H002-R019,2025-05-28,2025-06-11,2025-06-16,5,EUR,815.11,checked_out,booking.com
B001491,C02864,H002,H002-R015,2025-03-27,2025-04-17,2025-04-20,3,EUR,427.73,cancelled,web
B001492,C00905,H005,H005-R016,2025-01-27,2025-02-03,2025-02-05,2,USD,351.5,confirmed,expedia
B001493,C01478,H007,H007-R016,2025-02-06,2025-02-09,2025-02-14,5,EUR,772.11,confirmed,web
B001494,C02432,H001,H001-R019,2025-02-20,2025-03-10,2025-03-11,1,USD,211.92,confirmed,expedia
B001495,C02356,H005,H005-R002,2025-04-24,2025-05-01,2025-05-03,2,USD,385.62,confirmed,mobile
B001496,C01969,H006,H006-R008,2025-05-03,2025-05-27,2025-05-28,1,EUR,133.95,checked_out,booking.com
B001497,C01204,H004,H004-R018,2025-02-28,2025-03-17,2025-03-21,4,GBP,645.57,checked_out,walk_in
B001498,C01804,H001,H001-R012,2025-01-10,2025-01-29,2025-01-31,2,EUR,413.31,confirmed,mobile
B001499,C01345,H003,H003-R007,2025-07-19,2025-07-21,2025-07-22,1,USD,155.5,cancelled,walk_in
B001500,C00737,H004,H004-R014,2025-01-10,2025-01-26,2025-01-30,4,EUR,745.67,confirmed,mobile
B001501,C02271,H001,H001-R004,2025-06-11,2025-06-28,2025-06-29,1,USD,183.02,confirmed,walk_in
B001502,C01226,H001,H001-R020,2025-03-23,2025-04-12,2025-04-17,5,EUR,776.63,confirmed,expedia
B001503,C00466,H004,H004-R001,2025-05-20,2025-05-31,2025-06-02,2,EUR,439.38,confirmed,walk_in
B001504,C01921,H007,H007-R020,2025-04-01,2025-04-10,2025-04-16,6,USD,755.79,confirmed,mobile
B001505,C02536,H001,H001-R003,2025-05-30,2025-06-06,2025-06-09,3,EUR,614.16,checked_out,walk_in
B001506,C01761,H001,H001-R002,2025-04-06,2025-04-19,2025-04-25,6,USD,852.25,checked_out,expedia
B001507,C00388,H008,H008-R002,2025-06-05,2025-06-30,2025-07-04,4,GBP,657.83,confirmed,expedia
B001508,C01572,H005,H005-R001,2025-04-26,2025-05-06,2025-05-09,3,USD,628.75,confirmed,expedia
B001509,C01649,H008,H008-R020,2025-02-24,2025-02-27,2025-02-28,1,EUR,211.18,confirmed,web
B001510,C00973,H007,H007-R013,2025-05-28,2025-05-31,2025-06-01,1,USD,148.92,confirmed,expedia
B001511,C01696,H005,H005-R002,2025-02-28,2025-03-03,2025-03-05,2,GBP,393.47,confirmed,web
B001512,C02494,H002,H002-R007,2025-01-30,2025-02-04,2025-02-05,1,EUR,185.01,checked_out,web
B001513,C02593,H002,H002-R005,2025-01-21,2025-02-07,2025-02-11,4,EUR,765.46,confirmed,web
B001514,C00102,H006,H006-R015,2025-02-27,2025-02-27,2025-03-04,5,EUR,959.27,cancelled,booking.com
B001515,C02894,H008,H008-R009,2025-04-17,2025-05-11,2025-05-13,2,EUR,265.17,confirmed,walk_in
B001516,C01792,H007,H007-R005,2025-03-03,2025-03-10,2025-03-12,2,GBP,420.16,checked_out,walk_in
B001517,C00072,H007,H007-R006,2025-04-10,2025-04-10,2025-04-13,3,USD,482.44,confirmed,mobile
B001518,C02217,H002,H002-R008,2025-02-08,2025-02-14,2025-02-18,4,USD,486.17,confirmed,expedia
B001519,C01594,H008,H008-R016,2025-01-09,2025-01-30,2025-01-31,1,EUR,204.88,confirmed,web
B001520,C00826,H003,H003-R012,2025-02-26,2025-03-05,2025-03-07,2,EUR,318.35,no_show,expedia
B001521,C01860,H007,H007-R008,2025-01-18,2025-01-28,2025-01-30,2,USD,391.92,cancelled,mobile
B001522,C02788,H004,H004-R002,2025-01-13,2025-02-06,2025-02-10,4,USD,582.05,checked_out,expedia
B001523,C02108,H006,H006-R024,2025-01-10,2025-01-21,2025-01-23,2,EUR,272.21,confirmed,expedia
B001524,C01655,H003,H003-R005,2025-04-11,2025-04-14,2025-04-16,2,GBP,387.34,confirmed,walk_in
B001525,C02141,H002,H002-R003,2025-06-07,2025-06-10,2025-06-14,4,EUR,833.16,cancelled,walk_in
B001526,C00622,H007,H007-R001,2025-05-23,2025-05-27,2025-05-28,1,USD,145.76,confirmed,web
B001527,C00730,H006,H006-R002,2025-05-22,2025-05-27,2025-05-28,1,EUR,219.43,confirmed,web
B001528,C00831,H006,H006-R025,2025-01-22,2025-02-01,2025-02-08,7,EUR,969.96,confirmed,web
B001529,C02963,H003,H003-R008,2025-06-01,2025-06-07,2025-06-11,4,EUR,875.13,confirmed,expedia
B001530,C02414,H006,H006-R021,2025-06-17,2025-07-07,2025-07-14,7,USD,875.98,confirmed,booking.com
B001531,C01218,H001,H001-R012,2025-06-19,2025-07-07,2025-07-14,7,EUR,1205.97,confirmed,booking.com
B001532,C02016,H008,H008-R024,2025-06-29,2025-07-12,2025-07-19,7,EUR,1288.73,confirmed,mobile
B001533,C00940,H004,H004-R022,2025-04-12,2025-05-02,2025-05-04,2,EUR,300.81,checked_out,walk_in
B001534,C00651,H008,H008-R016,2025-04-30,2025-05-22,2025-05-25,3,EUR,404.36,checked_out,walk_in
B001535,C01224,H008,H008-R008,2025-01-05,2025-01-12,2025-01-16,4,EUR,742.09,checked_out,expedia
B001536,C00029,H003,H003-R003,2025-07-21,2025-08-14,2025-08-17,3,USD,512.77,confirmed,expedia
B001537,C00409,H001,H001-R005,2025-07-06,2025-07-29,2025-08-01,3,EUR,377.31,checked_out,expedia
B001538,C00055,H001,H001-R010,2025-03-09,2025-03-09,2025-03-10,1,USD,140.68,checked_out,expedia
B001539,C01949,H001,H001-R022,2025-06-08,2025-06-21,2025-06-27,6,EUR,1312.51,confirmed,mobile
B001540,C01025,H003,H003-R025,2025-05-04,2025-05-06,2025-05-09,3,EUR,595.2,confirmed,expedia
B001541,C02960,H005,H005-R020,2025-03-15,2025-03-18,2025-03-22,4,EUR,792.12,confirmed,booking.com
B001542,C02917,H002,H002-R009,2025-04-15,2025-05-03,2025-05-09,6,EUR,1138.63,cancelled,walk_in
B001543,C01950,H002,H002-R007,2025-01-24,2025-02-15,2025-02-22,7,EUR,1193.17,cancelled,web
B001544,C01946,H007,H007-R024,2025-03-15,2025-03-19,2025-03-21,2,EUR,270.75,confirmed,walk_in
B001545,C00590,H001,H001-R019,2025-05-14,2025-06-02,2025-06-08,6,EUR,1328.82,checked_out,walk_in
B001546,C00945,H007,H007-R022,2025-01-08,2025-01-13,2025-01-14,1,USD,158.49,confirmed,expedia
B001547,C02280,H003,H003-R007,2025-06-02,2025-06-14,2025-06-15,1,EUR,189.51,checked_out,web
B001548,C00817,H008,H008-R025,2025-02-02,2025-02-15,2025-02-16,1,USD,122.87,confirmed,booking.com
B001549,C00168,H007,H007-R015,2025-02-12,2025-02-19,2025-02-22,3,USD,658.64,checked_out,booking.com
B001550,C02460,H002,H002-R015,2025-06-02,2025-06-13,2025-06-19,6,EUR,1048.95,checked_out,expedia
B001551,C01282,H006,H006-R021,2025-05-23,2025-06-16,2025-06-17,1,EUR,214.19,confirmed,booking.com
B001552,C02378,H002,H002-R017,2025-06-02,2025-06-16,2025-06-18,2,USD,314.83,no_show,web
B001553,C01492,H002,H002-R007,2025-05-02,2025-05-05,2025-05-09,4,EUR,875.1,confirmed,web
B001554,C01919,H008,H008-R019,2025-02-10,2025-02-19,2025-02-20,1,EUR,156.22,checked_out,walk_in
B001555,C01934,H004,H004-R014,2025-01-18,2025-02-07,2025-02-08,1,EUR,161.56,confirmed,booking.com
B001556,C00477,H006,H006-R024,2025-05-10,2025-05-26,2025-05-31,5,USD,1055.77,confirmed,walk_in
B001557,C02057,H005,H005-R008,2025-03-20,2025-03-26,2025-03-31,5,EUR,733.03,cancelled,expedia
B001558,C02759,H001,H001-R008,2025-03-19,2025-04-13,2025-04-17,4,EUR,536.19,checked_out,walk_in
B001559,C02114,H002,H002-R021,2025-06-10,2025-06-25,2025-06-27,2,EUR,264.33,cancelled,walk_in
B001560,C01108,H003,H003-R008,2025-03-09,2025-03-15,2025-03-17,2,EUR,419.94,confirmed,mobile
B001561,C00878,H003,H003-R017,2025-02-27,2025-03-15,2025-03-17,2,GBP,411.85,confirmed,mobile
B001562,C01002,H004,H004-R016,2025-05-03,2025-05-12,2025-05-18,6,EUR,1184.86,checked_out,expedia
B001563,C00274,H003,H003-R011,2025-03-09,2025-03-23,2025-03-26,3,EUR,385.92,confirmed,walk_in
B001564,C02097,H004,H004-R002,2025-04-11,2025-04-18,2025-04-21,3,EUR,612.15,confirmed,mobile
B001565,C01382,H001,H001-R025,2025-02-01,2025-02-10,2025-02-14,4,USD,694.69,confirmed,mobile
B001566,C00578,H002,H002-R023,2025-05-06,2025-05-21,2025-05-27,6,EUR,819.93,confirmed,booking.com
B001567,C01840,H003,H003-R014,2025-07-12,2025-07-21,2025-07-24,3,EUR,533.43,checked_out,booking.com
B001568,C01153,H007,H007-R024,2025-06-15,2025-06-30,2025-07-01,1,EUR,177.62,checked_out,mobile
B001569,C02044,H002,H002-R020,2025-04-05,2025-04-18,2025-04-24,6,EUR,829.49,confirmed,web
B001570,C02148,H005,H005-R011,2025-01-03,2025-01-17,2025-01-20,3,EUR,379.6,checked_out,booking.com
B001571,C01900,H004,H004-R008,2025-02-16,2025-03-12,2025-03-14,2,USD,367.38,confirmed,mobile
B001572,C02501,H003,H003-R012,2025-05-09,2025-05-24,2025-05-30,6,USD,969.68,cancelled,expedia
B001573,C01120,H008,H008-R012,2025-06-29,2025-07-22,2025-07-24,2,USD,426.98,confirmed,booking.com
B001574,C00677,H002,H002-R015,2025-05-10,2025-05-23,2025-05-24,1,EUR,209.35,confirmed,web
B001575,C02841,H001,H001-R001,2025-03-29,2025-04-14,2025-04-15,1,EUR,188.63,cancelled,web
B001576,C01096,H007,H007-R013,2025-03-16,2025-03-19,2025-03-21,2,EUR,286.3,checked_out,walk_in
B001577,C01460,H004,H004-R005,2025-06-21,2025-07-07,2025-07-14,7,GBP,857.6,checked_out,web
B001578,C01283,H008,H008-R007,2025-05-20,2025-05-24,2025-05-27,3,EUR,376.63,cancelled,expedia
B001579,C00201,H007,H007-R002,2025-05-05,2025-05-28,2025-05-31,3,USD,666.78,checked_out,web
B001580,C00157,H004,H004-R008,2025-02-23,2025-03-04,2025-03-06,2,EUR,331.74,confirmed,walk_in
