payment_id,booking_id,provider,status,amount,currency,transaction_date
P3AG4GSC0H,B005536,paypal,chargeback,876.8,EUR,2025-01-24
PMMU1XX7EQ,B000046,paypal,captured,378.96,EUR,2025-07-10
P5O61CE7NZ,B004330,adyen,captured,419.97,EUR,2025-06-18
PJQLT3DE6R,B002102,adyen,captured,698.6,GBP,2025-05-23
PFCCG8FG24,B002102,paypal,captured,998.0,GBP,2025-05-18
PN9PLOETKD,B001913,paypal,captured,329.06,EUR,2025-02-12
PJP6IQGREM,B001913,paypal,authorized,470.08,EUR,2025-02-05
POQSNXAJ7T,B002788,adyen,captured,926.89,GBP,2025-05-30
PEYM609VIH,B001672,pos,captured,661.69,USD,2025-04-29
P2AB87LBBQ,B000092,stripe,failed,439.61,EUR,2025-04-03
PETYGBXOIG,B000588,pos,captured,843.26,EUR,2025-07-06
PMB4KS9FGG,B004918,stripe,authorized,118.94,EUR,2025-04-08
P6F16IXCH3,B004918,pos,captured,169.91,EUR,2025-03-30
P52QIQXGUL,B000959,adyen,captured,596.94,EUR,2025-02-07
PCLSX6GAR8,B005204,adyen,captured,635.4,EUR,2025-02-16
PXO8BRIDYX,B004482,stripe,captured,438.4,GBP,2025-07-16
PL94GFU7IL,B004540,paypal,failed,366.53,EUR,2025-05-11
PN6Q68RF9V,B004067,paypal,refunded,187.98,EUR,2025-04-10
PHCEB4RI17,B004091,stripe,captured,170.91,EUR,2025-04-26
P4SY2ROTL8,B004215,adyen,captured,329.69,EUR,2025-03-25
PITCQ2THNF,B004605,adyen,authorized,324.17,EUR,2025-03-20
PWWMRKY70N,B001446,adyen,captured,151.17,EUR,2025-07-27
P5HNEW6EU0,B002963,adyen,refunded,136.76,EUR,2025-06-28
PDUSTB142L,B002456,stripe,captured,612.0,EUR,2025-04-20
PL2F5M2ZMR,B001878,paypal,captured,662.16,EUR,2025-02-12
PM1L4NQ6TQ,B000799,adyen,captured,425.27,USD,2025-06-16
PPTIMK58KW,B002781,pos,captured,402.0,EUR,2025-02-23
PGPT00B8LV,B005534,pos,captured,211.72,EUR,2025-06-08
PIXXR4X1KV,B003839,adyen,refunded,256.95,EUR,2025-01-14
PAMEZ9OQL1,B005768,paypal,captured,1526.48,EUR,2025-01-11
P3918BZSRJ,B005349,pos,captured,666.07,USD,2025-04-11
P053HFEA5K,B003302,pos,authorized,301.83,EUR,2025-03-06
PX03BKXJ16,B002125,adyen,captured,1029.49,USD,2025-03-24
PJBYD1DA83,B005780,stripe,failed,352.09,EUR,2025-02-01
PATR1V325T,B001872,paypal,failed,138.14,EUR,2025-01-30
PRJTDT7XWD,B003937,adyen,captured,708.44,GBP,2025-02-28
PBJRQWHBU2,B001379,pos,captured,634.23,GBP,2025-07-20
PIB630FWEZ,B000546,adyen,captured,659.25,EUR,2025-01-29
P3PTQEFE7K,B001140,stripe,failed,969.07,GBP,2025-02-01
P9X89O4VVJ,B004965,pos,captured,218.3,EUR,2025-06-20
PAM5FUXFIA,B005357,pos,captured,290.57,GBP,2025-03-16
PF47MCX2W8,B004012,pos,captured,601.22,GBP,2025-05-01
P7KW63JZQ7,B005661,paypal,captured,403.05,USD,2025-05-20
P1XAQURFQ0,B002406,stripe,captured,570.88,GBP,2025-06-07
PX1EAXDHAI,B000623,adyen,authorized,861.25,EUR,2025-02-11
PJ6APVCAZO,B005901,paypal,captured,653.17,EUR,2025-05-18
POCQ8XT4T7,B004133,adyen,captured,596.56,EUR,2025-07-11
P8V80M35G9,B002824,stripe,failed,629.2,EUR,2025-07-04
PSFVHZ0OFR,B005112,stripe,captured,294.45,EUR,2025-04-27
POGXRRB64S,B000620,paypal,authorized,460.68,EUR,2025-05-02
PI11MVOXBB,B004766,paypal,refunded,399.43,EUR,2025-01-29
PRW3W18P1Z,B005618,paypal,captured,416.62,EUR,2025-01-11
P392XDEKDU,B000678,stripe,captured,949.69,USD,2025-03-24
PFNLRHJYUW,B001400,paypal,captured,415.97,EUR,2025-06-28
P4TCAMY7VY,B002094,adyen,captured,179.48,EUR,2025-06-24
PZ7GP9MZBO,B002313,stripe,captured,1081.33,EUR,2025-03-18
PZY0KZ9ZDS,B004332,stripe,captured,465.05,USD,2025-03-08
PB7H2Z4XPS,B004332,stripe,captured,664.36,USD,2025-03-13
PHLB9WR7EB,B003891,paypal,captured,425.88,EUR,2025-05-18
PGSTQPTTRT,B004724,adyen,captured,741.62,EUR,2025-04-11
PDZRB5UUE2,B004027,stripe,captured,184.78,GBP,2025-07-15
P4ME81XUZB,B003230,stripe,captured,1143.92,EUR,2025-03-05
PZRNEOMQSI,B002648,pos,captured,1219.51,EUR,2025-01-23
PPFOJCEUHY,B005719,paypal,captured,502.9,EUR,2025-03-20
PQXM5GODHU,B005889,pos,failed,1487.97,EUR,2025-07-30
P378L8H5V3,B003204,pos,captured,467.12,EUR,2025-04-09
PCC8PG3LIL,B004663,pos,captured,1090.57,EUR,2025-07-11
P2DURFVQKP,B005687,pos,captured,797.4,EUR,2025-01-16
P4YKFELDKU,B002658,stripe,captured,444.79,EUR,2025-02-18
PR2DLEZDQI,B004911,pos,captured,711.39,USD,2025-02-15
PVIM3KENNH,B005688,paypal,captured,777.46,EUR,2025-04-19
PDWSB73B69,B004832,stripe,captured,363.35,EUR,2025-04-23
PURFXJZOHO,B001753,stripe,captured,473.4,EUR,2025-04-06
PL4PSAJ0YI,B003993,pos,captured,1070.07,USD,2025-04-28
PEE82CPZJ1,B005000,stripe,refunded,1106.66,EUR,2025-03-06
PYIP402H46,B000055,stripe,captured,809.81,USD,2025-02-21
PEX8Y9AFCM,B000055,stripe,captured,1156.87,USD,2025-02-20
POWG2PMJPP,B000917,stripe,authorized,260.74,EUR,2025-01-27
PP674PH42J,B001191,adyen,captured,395.47,EUR,2025-03-14
P0JN5GUBBF,B000469,paypal,authorized,1348.19,EUR,2025-02-08
PQTDLHNKN9,B002217,pos,captured,469.69,EUR,2025-04-02
PHZ1145OWP,B003478,adyen,authorized,164.28,EUR,2025-06-19
P4DVFSDOZL,B005233,stripe,captured,681.93,EUR,2025-04-16
PHXEHUG0LQ,B001590,stripe,captured,833.57,EUR,2025-07-18
PLKVXZ1BFJ,B005484,paypal,captured,138.03,EUR,2025-01-04
PQBYZ9G6H6,B004335,pos,captured,389.0,EUR,2025-07-11
PKRNO810YP,B003031,adyen,captured,118.54,EUR,2025-06-23
PBNE287B7J,B003031,adyen,failed,169.34,EUR,2025-06-27
PMETXM5VG3,B001304,pos,captured,815.39,EUR,2025-06-26
PE1HX1PPT6,B002119,adyen,captured,372.46,EUR,2025-06-24
PY92GORXIQ,B001081,paypal,chargeback,759.17,USD,2025-07-24
P5I6JOWTKW,B002712,adyen,captured,342.32,EUR,2025-04-16
P7SEVE0PEX,B005494,stripe,captured,379.95,EUR,2025-06-16
PE3L9WETVF,B002124,paypal,captured,574.15,EUR,2025-02-21
P1N040UILX,B001971,paypal,captured,510.12,GBP,2025-06-29
PR7QOQGEYG,B001971,adyen,captured,728.75,GBP,2025-06-29
PHZQF44SEJ,B004647,adyen,captured,259.81,EUR,2025-07-13
PET2Q2NO16,B004046,stripe,captured,802.31,EUR,2025-05-01
PU63WVQWK9,B002275,adyen,captured,332.16,EUR,2025-06-02
PO3AGM8X8Z,B003676,adyen,failed,702.27,EUR,2025-05-24
PWNZ212JBU,B001309,adyen,authorized,864.86,USD,2025-07-05
P9G3KICFTI,B004715,pos,captured,322.64,USD,2025-07-17
PGVSJM5ETZ,B004542,stripe,authorized,391.47,EUR,2025-06-05
PFQE0EOKWI,B000689,paypal,captured,146.67,XXX,2025-07-18
PE5CIJCJ03,B003164,paypal,refunded,194.83,EUR,2025-04-02
PUZXRSL7LI,B003164,paypal,captured,278.33,EUR,2025-03-25
PJ795QD3P3,B001407,adyen,captured,1007.95,EUR,2025-07-07
PNYEW2JNOQ,B003345,pos,refunded,365.85,EUR,2025-06-15
PRO33DXUSF,B002602,paypal,captured,747.67,EUR,2025-06-12
PU0B2KKHH3,B001003,adyen,failed,992.97,EUR,2025-06-28
P8LCIVZRZX,B004866,adyen,captured,1028.82,EUR,2025-03-27
POIS7IXGNG,B002539,adyen,captured,163.88,EUR,2025-01-22
PVE0IVAGE7,B001714,adyen,captured,421.04,EUR,2025-05-18
PDODD8UQN7,B001714,paypal,authorized,902.24,ZZZ,2025-05-18
PZMDC2UH89,B000369,stripe,captured,461.54,EUR,2025-07-04
PAYO7KP6WS,B001818,paypal,captured,398.21,EUR,2025-03-14
P997OO0L3A,B003754,pos,authorized,291.36,EUR,2025-02-27
PEO9UBRYXL,B002598,stripe,captured,959.91,EUR,2025-01-30
P667XOOGJ8,B004146,pos,refunded,329.72,EUR,2025-03-04
PYBT3CR6ML,B002221,paypal,authorized,178.26,GBP,2025-05-03
PX7ROJOFPN,B002195,pos,authorized,145.78,EUR,2025-07-08
PHM2R68GWD,B005257,adyen,captured,1182.03,USD,2025-05-31
P3A2CT1WEQ,B005580,stripe,failed,767.3,EUR,2025-02-15
P21JWEFIBT,B000492,stripe,captured,830.52,EUR,2025-04-13
PJKRBHHJG7,B004928,pos,captured,131.85,ZZZ,2025-06-21
PD8MBZGIHZ,B001428,paypal,failed,368.35,EUR,2025-04-21
PW3YSHUWXO,B002663,stripe,captured,343.43,EUR,2025-06-03
POX96CHKV9,B004812,adyen,captured,265.86,EUR,2025-01-16
PQNA8YCRX2,B000724,stripe,captured,400.9,EUR,2025-01-29
PETEXNFHYJ,B002383,adyen,captured,758.29,EUR,2025-02-16
PMPQS3WP47,B003251,stripe,captured,191.14,EUR,2025-04-13
PII9WU53VT,B004099,pos,captured,664.47,GBP,2025-05-16
PVUC1G41D1,B003710,adyen,captured,467.12,ZZZ,2025-07-09
PF7TE1YY92,B003710,pos,captured,667.32,EUR,2025-07-07
PB88LGURLM,B001401,pos,refunded,352.64,ZZZ,2025-05-26
PR3SC8I2JP,B004557,pos,captured,825.52,EUR,2025-03-29
PTINZCEZ9C,B002831,paypal,authorized,143.21,USD,2025-03-05
PI8DID32AR,B002720,adyen,captured,130.89,EUR,2025-01-29
PIFP5P9CWP,B003443,stripe,captured,200.13,EUR,2025-02-21
PGJGR2ZU3Y,B001196,stripe,authorized,161.81,EUR,2025-01-17
PEKEFOPOA6,B002392,stripe,authorized,199.31,EUR,2025-06-29
PNSD5F5WVL,B002405,stripe,captured,757.48,USD,2025-07-09
PAG8HJHX3S,B003457,paypal,captured,466.28,EUR,2025-05-06
POBAGOJ925,B003457,adyen,failed,666.11,EUR,2025-05-12
PA6B6JAJLS,B001092,stripe,captured,222.09,EUR,2025-04-09
PXPOMFETMN,B000069,adyen,captured,404.85,EUR,2025-02-08
PWVJXDCV2R,B004343,adyen,chargeback,153.2,EUR,2025-04-10
PC0L1726JX,B003734,paypal,failed,167.55,EUR,2025-02-26
PAHIPP1MR0,B001505,pos,captured,614.16,EUR,2025-06-01
P0TL9CONNJ,B005735,adyen,failed,338.43,USD,2025-07-16
P6UZSEIHNR,B004054,paypal,captured,163.72,EUR,2025-01-18
P17ZESK7WL,B002084,paypal,failed,1040.03,EUR,2025-02-04
PWEOJ0JSOS,B000827,pos,captured,391.96,EUR,2025-03-26
P4SSOWK19N,B004699,adyen,refunded,628.78,EUR,2025-05-14
PW9Y0BGRZ6,B002086,adyen,captured,148.74,EUR,2025-03-28
P1W7P45VIB,B002086,paypal,captured,212.48,EUR,2025-03-29
PLWCGABWPG,B003145,adyen,captured,552.84,USD,2025-04-25
PH96X7S077,B000671,paypal,captured,151.64,EUR,2025-01-16
POHAB1EUFF,B003178,stripe,captured,1523.22,USD,2025-05-24
PX30E5DNWT,B002689,paypal,captured,226.89,GBP,2025-05-01
PGRAC7N2J3,B002689,pos,chargeback,324.13,GBP,2025-04-30
P3W4NXCQSG,B002967,paypal,authorized,185.19,GBP,2025-02-16
PCD0MG93JX,B001136,stripe,captured,1299.75,EUR,2025-01-17
PPF1Y0YBZJ,B004583,stripe,captured,968.8,EUR,2025-03-28
PYZDE8PIE0,B003499,adyen,captured,217.3,EUR,2025-01-29
PVMWK9UQMQ,B002008,paypal,captured,872.57,USD,2025-07-02
P5DKNO6FE2,B003114,pos,refunded,326.48,USD,2025-05-31
POV4KY94D5,B005729,pos,failed,197.5,EUR,2025-04-09
PUMCHPBWGI,B000886,paypal,captured,342.36,EUR,2025-03-12
PV5VN17MP6,B005876,paypal,captured,947.34,EUR,2025-05-09
PM9E2ARLUG,B004022,stripe,captured,222.21,GBP,2025-03-19
PXEYX3472Z,B005849,pos,captured,135.07,EUR,2025-07-25
P3BCPILLBN,B004926,adyen,captured,919.23,GBP,2025-04-24
PUNJDLK0NR,B001837,pos,captured,294.32,EUR,2025-03-20
PZB9BSF4YA,B005203,pos,refunded,780.11,USD,2025-05-06
PDXV5NBTXO,B005469,pos,captured,415.55,USD,2025-04-27
P9ED9BGXPG,B000820,pos,refunded,202.59,EUR,2025-02-19
PAW5GIQ858,B003309,adyen,captured,308.82,EUR,2025-07-15
PXQZZZNIG6,B002964,stripe,refunded,1299.29,USD,2025-01-10
PWDV3YCAMU,B005299,pos,captured,345.82,EUR,2025-06-19
PVWTC6GNE8,B000142,stripe,captured,859.82,EUR,2025-05-28
PFWR3JS2XY,B001830,paypal,captured,485.62,EUR,2025-04-21
PGBBF0MUHX,B004646,paypal,captured,174.71,EUR,2025-05-01
PW6HYRA63J,B001501,adyen,captured,128.11,USD,2025-06-14
PAH5Q699KS,B001501,pos,captured,183.02,USD,2025-06-20
PFNYGALIXF,B001326,adyen,captured,274.24,EUR,2025-07-12
PDB2526OXO,B005503,pos,failed,293.03,GBP,2025-07-06
P4683M02WN,B005638,paypal,captured,582.52,EUR,2025-03-09
P5HJ3G6SCI,B003285,pos,refunded,504.35,USD,2025-05-25
P77HC84P7L,B003285,stripe,captured,720.5,USD,2025-06-01
PTGUALMYMA,B005006,pos,authorized,878.46,EUR,2025-06-27
PTCBWV0E66,B004406,stripe,captured,311.61,EUR,2025-01-16
PJKHGRZVAI,B000525,paypal,captured,143.12,EUR,2025-06-27
PAYRNVIP09,B004711,adyen,refunded,122.49,GBP,2025-02-11
PI2DNQ237N,B003928,stripe,captured,195.75,EUR,2025-04-22
PXXWY1BCFD,B003365,adyen,authorized,1244.61,EUR,2025-02-25
PGJTTT5EHV,B002891,paypal,captured,743.52,GBP,2025-02-02
PISWBJYGDP,B001323,adyen,captured,182.98,EUR,2025-06-27
PWVP93FD2S,B000375,stripe,captured,687.75,GBP,2025-02-23
P5CUL28ZON,B004036,adyen,failed,1342.16,EUR,2025-02-02
PHBEVJI034,B002714,adyen,captured,983.12,EUR,2025-01-26
PULN3XVXE9,B003511,pos,captured,510.44,USD,2025-03-29
PHKW0TQ53R,B002053,pos,captured,222.9,EUR,2025-04-24
P1FBO3RDK7,B004152,adyen,captured,898.82,EUR,2025-02-16
P7GYL2QVOI,B001070,adyen,captured,351.59,USD,2025-02-26
P4I9GX46IK,B004159,adyen,captured,140.03,EUR,2025-03-15
PTKNG940JM,B003413,paypal,captured,427.83,USD,2025-02-20
PI2NRIXCMI,B001558,adyen,authorized,536.19,EUR,2025-03-25
P93QYF4E4X,B003491,paypal,captured,223.38,EUR,2025-07-28
PENMWYUG4T,B003491,pos,captured,319.11,EUR,2025-07-27
P1T240JR8D,B003022,stripe,captured,1533.3,USD,2025-02-17
P0KRX5EKCU,B000260,stripe,failed,149.01,EUR,2025-04-04
PE92TOQBUT,B002622,adyen,captured,535.04,USD,2025-03-08
PFWVQXWO4H,B002697,adyen,refunded,311.17,EUR,2025-03-28
P4CXI39ZIP,B002113,adyen,captured,483.11,EUR,2025-01-11
PX1WNIO59R,B004549,pos,captured,354.28,EUR,2025-04-18
PLFKEB4JS0,B003556,adyen,captured,698.94,EUR,2025-04-17
PQZEWSTBW4,B000937,adyen,refunded,781.36,ZZZ,2025-07-05
PHVHMKG0RL,B001665,pos,captured,780.01,EUR,2025-05-05
PY2O2H6TOU,B002324,adyen,captured,546.02,EUR,2025-02-24
PGDAOHQQWL,B001395,pos,failed,576.85,EUR,2025-03-06
PM36I1TNH3,B004976,paypal,captured,625.38,EUR,2025-02-11
P82DUEXYA9,B005066,pos,captured,1105.0,EUR,2025-05-20
PMXCWGSDZE,B004719,adyen,captured,393.33,EUR,2025-07-02
P1UYNSBYV3,B005048,paypal,captured,759.91,ZZZ,2025-04-30
PP9G2QT6L3,B005048,pos,failed,1085.58,GBP,2025-05-02
P3FB9JTU07,B001661,paypal,captured,441.02,EUR,2025-06-11
PKFBF5VSSK,B001117,adyen,captured,546.61,GBP,2025-07-19
PU85OJUVH7,B004920,adyen,captured,943.78,USD,2025-03-07
P3PTQRD3FJ,B000538,paypal,failed,776.95,EUR,2025-04-08
P9DVHIOZKD,B002623,adyen,chargeback,670.66,ZZZ,2025-04-13
P0DQDZUZW5,B002319,stripe,captured,536.41,EUR,2025-05-28
POVFO208LM,B000100,pos,captured,1283.07,EUR,2025-01-11
P4OZXYU96K,B003057,stripe,authorized,718.35,EUR,2025-03-14
PMLANKOAZ4,B001178,pos,captured,695.07,EUR,2025-06-19
PTGOS55XO6,B004097,pos,captured,319.99,EUR,2025-01-31
P4Q5YG0J45,B004780,paypal,authorized,415.05,EUR,2025-05-11
PUJQX8GQW0,B002224,pos,failed,736.17,EUR,2025-05-02
PPBQBUK08A,B005376,adyen,failed,539.32,USD,2025-02-14
P3IJBFAE0I,B005376,pos,captured,770.46,USD,2025-02-18
PJ7QU3Y6EJ,B002234,adyen,captured,379.23,EUR,2025-06-11
PTHU3H585J,B003615,stripe,captured,1409.33,USD,2025-06-08
P5S8KPZGJB,B004374,adyen,refunded,141.78,GBP,2025-05-19
P230XN0NZB,B001517,pos,failed,482.44,USD,2025-04-11
PD8748JKMA,B005201,adyen,captured,487.36,EUR,2025-03-04
P2G2U3CTQY,B005395,adyen,captured,777.17,EUR,2025-07-11
P5IFCA34EP,B002288,stripe,captured,672.81,EUR,2025-01-20
PQTPTPBOGV,B005550,stripe,captured,124.3,USD,2025-06-20
PDHBHV1MJP,B001600,stripe,captured,384.43,EUR,2025-06-08
PNJH7P304Q,B001534,pos,captured,404.36,EUR,2025-05-07
P22HOT5KTG,B005917,adyen,captured,209.13,EUR,2025-06-28
PENZN25ZQQ,B002855,stripe,captured,348.09,EUR,2025-04-24
PY5F79DBBN,B004455,stripe,failed,298.73,USD,2025-05-08
PGXSAVD3BI,B002888,paypal,captured,102.72,EUR,2025-07-06
PUWGHF0JHL,B002888,paypal,captured,146.74,EUR,2025-07-13
PC09TAXP46,B002110,stripe,captured,649.02,USD,2025-01-05
PIRESPD2YT,B005951,pos,failed,367.77,EUR,2025-06-13
PTZNV1ZY4B,B005276,stripe,refunded,202.15,EUR,2025-01-24
PGP4ORD9WO,B002593,adyen,chargeback,336.91,EUR,2025-07-10
PCC29T13W8,B005690,stripe,captured,332.27,USD,2025-04-03
PYU5XF507B,B000599,paypal,captured,805.76,EUR,2025-03-22
PBQOBO2OMV,B001173,pos,captured,340.19,USD,2025-07-18
P4H6NOR0JC,B005560,paypal,captured,603.37,EUR,2025-05-12
P7KGUA4QZ0,B005708,pos,captured,758.62,GBP,2025-05-12
PF91374PIO,B000593,paypal,captured,289.0,EUR,2025-02-13
PYAKKOBUTN,B002362,adyen,refunded,542.11,EUR,2025-05-11
PNFIKFRF2Q,B005555,paypal,captured,747.19,EUR,2025-07-19
P2K5N5EB6V,B004452,paypal,captured,186.77,EUR,2025-01-26
PKOK3G1W1B,B004452,paypal,captured,266.81,EUR,2025-01-28
P9QEBA990F,B004399,paypal,captured,977.41,GBP,2025-02-16
PRT6D841PR,B003268,stripe,authorized,393.84,EUR,2025-06-29
PZW5L9QTWD,B005974,adyen,captured,775.95,EUR,2025-01-07
POI41OEEE6,B005309,pos,failed,160.73,GBP,2025-05-05
PEB3AXPFEA,B001291,stripe,captured,439.58,USD,2025-02-06
PAP4C2YSRF,B005242,stripe,refunded,105.24,EUR,2025-04-19
PO0J003H5D,B005242,adyen,captured,150.34,EUR,2025-04-10
P5ZBIZVL4R,B004157,paypal,captured,680.81,EUR,2025-05-08
PH3HZLTVYR,B004157,paypal,captured,972.58,EUR,2025-05-08
P07Z0K43KE,B003191,pos,captured,617.41,EUR,2025-05-05
PILFEEXU05,B005343,adyen,failed,718.8,EUR,2025-05-17
P2DP70CBXM,B002655,adyen,captured,952.3,EUR,2025-04-01
PH3ZRR3HKH,B002879,paypal,captured,331.73,EUR,2025-06-08
PLS0T9RKPW,B000664,adyen,authorized,274.94,EUR,2025-04-06
P77L56HDMF,B000437,paypal,captured,387.61,EUR,2025-03-30
PXBBG9MKK9,B003078,paypal,captured,213.01,EUR,2025-06-14
PZ9L4I5BSL,B005517,stripe,captured,141.48,EUR,2025-05-03
P5O860C1P9,B003604,stripe,failed,1006.91,EUR,2025-04-28
PXRGV5UYXO,B000199,stripe,captured,683.76,USD,2025-04-16
P11A95SU4I,B000199,stripe,captured,976.8,USD,2025-04-23
PTYPN46IUN,B001657,adyen,captured,239.43,USD,2025-07-26
PSUKLLBABS,B004953,stripe,captured,925.74,EUR,2025-02-01
PIAHAPT7PL,B002168,adyen,failed,148.2,EUR,2025-06-23
PEF432HJ0Y,B004943,paypal,captured,97.02,GBP,2025-01-19
PAGNMO0CUS,B004943,stripe,captured,138.6,GBP,2025-01-20
PPTU0MD1L9,B000271,adyen,failed,137.01,USD,2025-07-01
PVSHW6ZKW5,B000271,adyen,captured,195.73,USD,2025-06-30
PEFWZAUKGW,B003834,pos,captured,147.95,EUR,2025-05-05
PHUOV5L687,B004981,pos,captured,556.6,EUR,2025-04-08
P2J8P3FNTO,B004522,paypal,chargeback,1120.82,EUR,2025-04-03
PYBRI5E6J8,B001994,paypal,captured,494.03,USD,2025-03-03
PFF3PI5E4H,B004050,pos,failed,1381.26,EUR,2025-07-24
P4YMA5PC1W,B004193,adyen,failed,305.55,EUR,2025-05-26
PA0P38KVAW,B002289,adyen,captured,270.64,USD,2025-01-15
PVLL6L8ZIY,B001253,adyen,captured,219.03,EUR,2025-02-26
PNT915FNNP,B000021,stripe,captured,639.21,USD,2025-07-15
PRPAXIUGNU,B000962,adyen,failed,364.73,GBP,2025-04-26
PKE6H15OZS,B003749,paypal,failed,502.54,EUR,2025-04-26
P71K7W292Q,B004007,adyen,authorized,159.7,EUR,2025-07-17
P20DVOU4KK,B004569,adyen,refunded,185.15,USD,2025-07-23
PITHT91Q32,B001366,paypal,captured,1473.27,EUR,2025-03-15
PR1AN0G5EA,B005648,pos,captured,364.87,EUR,2025-03-04
PQY0ZTQSA1,B003165,pos,captured,843.42,EUR,2025-04-12
P1QX6KDKKY,B000825,stripe,captured,421.35,EUR,2025-04-15
PKFBJIBA5Q,B001083,pos,captured,518.82,USD,2025-01-12
PQYORT0MCG,B000750,pos,captured,615.6,EUR,2025-01-28
P3WNLEI54T,B005877,stripe,captured,851.99,EUR,2025-07-13
PG2Q1U8IZ6,B001704,stripe,failed,1253.27,GBP,2025-03-03
P12NL8OE03,B002579,stripe,captured,390.71,EUR,2025-06-18
PAVRDH9ETD,B000210,paypal,captured,501.82,EUR,2025-03-05
P9YHX6KXD5,B000376,paypal,captured,797.05,EUR,2025-07-25
P1TU4CBDX8,B001889,adyen,captured,488.26,USD,2025-07-31
PWDSM84PME,B003070,pos,captured,661.37,EUR,2025-05-06
P28AGOQ3JX,B000035,paypal,captured,478.58,EUR,2025-02-23
PPU7PT6N73,B003273,paypal,authorized,768.23,USD,2025-03-29
PD6Q1BDE7J,B000422,stripe,captured,300.66,EUR,2025-03-13
P9U4R0D6PC,B000422,pos,captured,429.52,EUR,2025-03-08
PNV1DEST8X,B004039,stripe,captured,535.33,GBP,2025-07-01
P8ZQHJIQ6A,B000744,stripe,captured,377.29,USD,2025-07-11
PB9HJ7EQOD,B003290,pos,captured,1100.16,EUR,2025-01-22
PGGESDHCHT,B004757,paypal,captured,540.36,USD,2025-04-04
PXVX25X3QH,B000483,pos,failed,208.72,GBP,2025-05-09
P209XNV8R2,B005927,adyen,captured,173.57,EUR,2025-06-15
PGV9OL5GZE,B001928,adyen,captured,271.67,EUR,2025-07-18
P37RDXYC58,B005519,stripe,captured,844.05,EUR,2025-03-29
PJDPBWQGQ4,B000314,paypal,captured,302.38,EUR,2025-04-28
PLTTL3DY7G,B004432,stripe,authorized,159.52,EUR,2025-06-17
PEGFQ4JO72,B001615,paypal,failed,521.7,USD,2025-02-22
PPP3T1R2M9,B003529,stripe,failed,166.02,EUR,2025-04-19
PYEH4U94OC,B002033,adyen,captured,344.15,EUR,2025-02-08
P6QSRV4MWV,B001429,pos,captured,786.53,EUR,2025-03-05
PP87M7GOM6,B004626,stripe,captured,1293.78,EUR,2025-07-16
PN72ZX4C5W,B001743,stripe,captured,179.99,GBP,2025-05-21
PDQ5W2I8IS,B001743,pos,authorized,257.13,GBP,2025-05-26
PGMJ2HYSW4,B005378,adyen,refunded,600.22,EUR,2025-06-24
PSNHR74YR6,B003020,stripe,captured,363.25,EUR,2025-02-23
PJPIS33VZQ,B003271,pos,failed,440.82,USD,2025-05-22
PXW8CHQRNM,B002993,stripe,captured,290.65,EUR,2025-04-13
PJL9K2MBBP,B002993,adyen,captured,415.21,EUR,2025-04-09
PGVLJMIWDL,B005941,pos,captured,740.49,EUR,2025-05-06
PLGKJN07EE,B003343,paypal,chargeback,429.22,EUR,2025-05-26
PZ3CTWCH2E,B004904,pos,captured,168.49,EUR,2025-06-06
PAC730CRTC,B004397,stripe,chargeback,717.02,EUR,2025-03-01
PI5JDNBBKN,B000120,stripe,captured,687.17,GBP,2025-07-07
PU0T4JVHNE,B005931,stripe,captured,216.48,EUR,2025-03-04
P4MP0143FV,B000029,stripe,captured,1257.39,USD,2025-03-04
PZ922QXXFR,B001631,stripe,captured,704.59,EUR,2025-07-01
PRBJI6QVI4,B005906,stripe,captured,591.59,GBP,2025-01-18
PB43AG600I,B001578,paypal,authorized,376.63,EUR,2025-05-24
PKMZQU7LF5,B001229,pos,captured,152.74,GBP,2025-01-08
PMS325L9O1,B000990,stripe,authorized,287.61,USD,2025-07-09
PN75UWAM2V,B004708,adyen,captured,321.49,EUR,2025-01-12
PCRHFUTCRZ,B001062,pos,authorized,197.2,EUR,2025-03-07
PZSAG3WAZR,B001951,pos,captured,199.8,EUR,2025-02-11
PN7Y47860Z,B003347,stripe,captured,568.87,EUR,2025-01-21
PZE7RAKN9U,B005848,paypal,captured,147.96,EUR,2025-03-12
PK6F44Y9J0,B005848,stripe,captured,211.37,EUR,2025-03-06
PE5GSZKIR6,B005220,adyen,captured,429.26,EUR,2025-01-10
PU09G69LSA,B005122,pos,captured,357.83,EUR,2025-06-24
P9OKOQ75MN,B003582,stripe,captured,637.67,EUR,2025-06-08
P3WAMNIO80,B004034,adyen,failed,123.73,EUR,2025-05-30
P79DK6GY2U,B003968,paypal,captured,215.44,USD,2025-02-15
PUL7SGJGKR,B001882,adyen,failed,488.42,EUR,2025-04-22
PFJKT50GIY,B002822,paypal,captured,137.1,EUR,2025-01-23
PBIKSG0V4Y,B001694,adyen,captured,405.04,GBP,2025-03-15
PHLUELQ97X,B004956,adyen,captured,763.14,USD,2025-01-19
P3EK4WN1H6,B000571,pos,captured,548.71,GBP,2025-03-20
PAEA5I7HLN,B003636,paypal,failed,553.22,EUR,2025-01-31
PYCL7X6WGB,B003636,adyen,captured,790.31,EUR,2025-02-05
PIQ7TH14LO,B001449,paypal,captured,720.08,EUR,2025-05-21
P97V180K5N,B001243,adyen,captured,129.89,USD,2025-03-30
P2KDVAX0LV,B003391,stripe,captured,560.67,EUR,2025-02-04
PEZO8II7UW,B005556,pos,captured,197.75,EUR,2025-07-14
P8C7VFKJZ3,B001303,stripe,captured,572.96,EUR,2025-01-13
